gu,dong,name,pyung,years,price,household,hospital,elementary,middle,high,department,bigmart,market,park,edu,subway,sub_dist
강남구,개포동,개포2차현대아파트,24,37,177700,0,2,7,3,4,0,0,0,0,106,31,804.28
강남구,개포동,개포6차우성아파트,17,38,194000,0,2,7,3,4,0,0,0,0,106,31,1187.36
강남구,개포동,개포6차우성아파트,20,38,203250,0,2,7,3,4,0,0,0,0,106,31,1187.36
강남구,개포동,개포6차우성아파트,24,38,215142.8571,0,2,7,3,4,0,0,0,0,106,31,1187.36
강남구,개포동,개포더샵트리에,33,4,245667,0,2,7,3,4,0,0,0,0,106,31,264.47
강남구,개포동,개포래미안포레스트,15,5,173785.7143,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,18,5,209975.4181,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,23,5,234886.3636,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,26,5,258525.7813,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,29,5,313229.1667,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,31,5,329833.3333,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,34,5,332000,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포래미안포레스트,41,5,403000,1,2,7,3,4,0,0,0,0,106,31,1019.37
강남구,개포동,개포우성3차,32,41,251470,0,2,7,3,4,0,0,0,0,106,31,405.6
강남구,개포동,개포우성3차,40,41,306333.3333,0,2,7,3,4,0,0,0,0,106,31,405.6
강남구,개포동,개포우성3차,49,41,343700,0,2,7,3,4,0,0,0,0,106,31,405.6
강남구,개포동,개포자이,41,21,246375,0,2,7,3,4,0,0,0,0,106,31,401.95
강남구,개포동,개포자이르네,18,3,134000,0,2,7,3,4,0,0,0,0,106,31,974.74
강남구,개포동,개포자이르네,31,3,230000,0,2,7,3,4,0,0,0,0,106,31,974.74
강남구,개포동,개포자이르네,35,3,232000,0,2,7,3,4,0,0,0,0,106,31,974.74
강남구,개포동,개포자이프레지던스,15,2,218000,2,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포자이프레지던스,18,2,258512.5,2,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포자이프레지던스,24,2,309625,2,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포자이프레지던스,26,2,300222.2222,2,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포자이프레지던스,33,2,460000,2,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포주공4단지,13,43,370000,1,2,7,3,4,0,0,0,0,106,31,641.5
강남구,개포동,개포주공5단지,16,42,223232.1429,0,2,7,3,4,0,0,0,0,106,31,263.57
강남구,개포동,개포주공5단지,19,42,256125,0,2,7,3,4,0,0,0,0,106,31,263.57
강남구,개포동,개포주공5단지,22,42,279565.2174,0,2,7,3,4,0,0,0,0,106,31,263.57
강남구,개포동,개포주공5단지,25,42,295647.0588,0,2,7,3,4,0,0,0,0,106,31,263.57
강남구,개포동,개포주공6단지,16,42,212222.2222,1,2,7,3,4,0,0,0,0,106,31,343.54
강남구,개포동,개포주공6단지,18,42,213400,1,2,7,3,4,0,0,0,0,106,31,343.54
강남구,개포동,개포주공6단지,22,42,240966.6667,1,2,7,3,4,0,0,0,0,106,31,343.54
강남구,개포동,개포주공6단지,25,42,264653.8462,1,2,7,3,4,0,0,0,0,106,31,343.54
강남구,개포동,개포주공7단지,16,42,207555.5556,0,2,7,3,4,0,0,0,0,106,31,207.61
강남구,개포동,개포주공7단지,18,42,231807.6923,0,2,7,3,4,0,0,0,0,106,31,207.61
강남구,개포동,개포주공7단지,22,42,258500,0,2,7,3,4,0,0,0,0,106,31,207.61
강남구,개포동,개포주공7단지,25,42,266678.5714,0,2,7,3,4,0,0,0,0,106,31,207.61
강남구,개포동,개포현대200동,25,39,207000,0,2,7,3,4,0,0,0,0,106,31,781.77
강남구,개포동,경남1,26,41,247700,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남1,29,41,242125,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남1,37,41,297142.8571,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남1,50,41,290000,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남2차,28,41,233500,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남2차,45,41,289000,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,경남2차,55,41,345500,0,2,7,3,4,0,0,0,0,106,31,487.44
강남구,개포동,뉴현대파크빌,21,24,74000,0,2,7,3,4,0,0,0,0,106,31,1381.9
강남구,개포동,대치푸르지오발라드,11,1,91763,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,대치푸르지오발라드,12,1,103999.2,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,대치푸르지오발라드,13,1,105749.52,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,대치푸르지오발라드,16,1,138945,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,대치푸르지오발라드,17,1,139663.5,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,대치푸르지오발라드,18,1,167198.4,0,2,7,3,4,0,0,0,0,106,31,168.05
강남구,개포동,디에이치 아너힐즈,26,2,242000,0,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치 퍼스티어 아이파크,11,2,108522,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,15,2,101473,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,18,2,253177,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,26,2,295995,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,29,2,350682,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,34,2,418187,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,40,2,506139,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,47,2,702500,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치 퍼스티어 아이파크,52,2,560000,2,2,7,3,4,0,0,0,0,106,31,592.53
강남구,개포동,디에이치아너힐즈,15,6,173500,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,18,6,226460.4167,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,23,6,276357.1429,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,26,6,308734.1667,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,29,6,403000,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,32,6,432500,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,40,6,591500,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,41,6,560000,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,디에이치아너힐즈,45,6,550000,1,2,7,3,4,0,0,0,0,106,31,567.39
강남구,개포동,래미안블레스티지,15,6,165525,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,래미안블레스티지,18,6,203440.094,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,래미안블레스티지,26,6,283864.8809,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,래미안블레스티지,30,6,334483.3333,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,래미안블레스티지,34,6,367666.6667,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,래미안블레스티지,38,6,439000,1,2,7,3,4,0,0,0,0,106,31,765.12
강남구,개포동,리더스,25,23,90000,0,2,7,3,4,0,0,0,0,106,31,1428.78
강남구,개포동,삼익대청아파트,12,33,114913.4615,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,삼익대청아파트,15,33,135613.6364,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,삼익대청아파트,18,33,152623.5294,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,삼익대청아파트301동~306동,12,33,115357.1429,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,삼익대청아파트301동~306동,15,33,139427.2727,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,삼익대청아파트301동~306동,18,33,167666.6667,0,2,7,3,4,0,0,0,0,106,31,267.26
강남구,개포동,새롬(1164-14),18,25,50000,0,2,7,3,4,0,0,0,0,106,31,1346.15
강남구,개포동,성원대치2단지아파트,10,33,95053.7037,0,2,7,3,4,0,0,0,0,106,31,386.75
강남구,개포동,성원대치2단지아파트,12,33,112250.7813,0,2,7,3,4,0,0,0,0,106,31,386.75
강남구,개포동,성원대치2단지아파트,15,33,135861.1111,0,2,7,3,4,0,0,0,0,106,31,386.75
강남구,개포동,성원대치2단지일반분양(11개동),10,33,98727.27273,0,2,7,3,4,0,0,0,0,106,31,701.19
강남구,개포동,성원대치2단지일반분양(11개동),12,33,114266.6667,0,2,7,3,4,0,0,0,0,106,31,701.19
강남구,개포동,성원대치2단지일반분양(11개동),15,33,137124.6667,0,2,7,3,4,0,0,0,0,106,31,701.19
강남구,개포동,아람손프라자/비바빌,26,24,81000,0,2,7,3,4,0,0,0,0,106,31,1271.01
강남구,개포동,우성8,24,38,217650,0,2,7,3,4,0,0,0,0,106,31,405.6
강남구,개포동,우찬현대(1260-4),42,19,149000,0,2,7,3,4,0,0,0,0,106,31,863.55
강남구,개포동,포이벨리,26,24,89000,0,2,7,3,4,0,0,0,0,106,31,1397.41
강남구,개포동,현대1차101동~106동,29,41,229875,0,2,7,3,4,0,0,0,0,106,31,606.56
강남구,개포동,현대1차101동~106동,39,41,308000,0,2,7,3,4,0,0,0,0,106,31,606.56
강남구,개포동,현대1차101동~106동,53,41,374000,0,2,7,3,4,0,0,0,0,106,31,606.56
강남구,개포동,현대1차101동~106동,54,41,373333.3333,0,2,7,3,4,0,0,0,0,106,31,606.56
강남구,개포동,현대2,26,39,255607.1429,0,2,7,3,4,0,0,0,0,106,31,195.28
강남구,개포동,현대2,40,39,300884.6154,0,2,7,3,4,0,0,0,0,106,31,195.28
강남구,개포동,현대2,50,39,374857.1429,0,2,7,3,4,0,0,0,0,106,31,195.28
강남구,개포동,현대아파트3,26,39,238700,0,2,7,3,4,0,0,0,0,106,31,798.99
강남구,개포동,현대아파트3,40,39,303333.3333,0,2,7,3,4,0,0,0,0,106,31,798.99
강남구,개포동,현대아파트3,50,39,377500,0,2,7,3,4,0,0,0,0,106,31,798.99
강남구,논현동,거평프리젠,9,29,34500,0,17,2,1,0,0,3,1,0,18,31,300.91
강남구,논현동,거평프리젠,10,29,39000,0,17,2,1,0,0,3,1,0,18,31,300.91
강남구,논현동,거평프리젠,12,29,53650,0,17,2,1,0,0,3,1,0,18,31,300.91
강남구,논현동,거평프리젠,13,29,47950,0,17,2,1,0,0,3,1,0,18,31,300.91
강남구,논현동,네오빌,22,24,240000,0,17,2,1,0,0,3,1,0,18,31,505.76
강남구,논현동,논현동월드메르디앙,26,18,132666.6667,0,17,2,1,0,0,3,1,0,18,31,232.94
강남구,논현동,논현동한화꿈에그린,20,20,103875,0,17,2,1,0,0,3,1,0,18,31,279.8
강남구,논현동,논현라폴리움,73,13,514000,0,17,2,1,0,0,3,1,0,18,31,411.51
강남구,논현동,논현베르빌,34,23,135500,0,17,2,1,0,0,3,1,0,18,31,189.65
강남구,논현동,논현베르빌,40,23,124250,0,17,2,1,0,0,3,1,0,18,31,189.65
강남구,논현동,논현아이파크,14,5,105166.6667,0,17,2,1,0,0,3,1,0,18,31,405.74
강남구,논현동,논현아이파크,18,5,151250,0,17,2,1,0,0,3,1,0,18,31,405.74
강남구,논현동,논현아이파크,26,5,207500,0,17,2,1,0,0,3,1,0,18,31,405.74
강남구,논현동,논현한가람빌라트,26,23,150000,0,17,2,1,0,0,3,1,0,18,31,353.06
강남구,논현동,논현한가람빌라트,28,23,148500,0,17,2,1,0,0,3,1,0,18,31,353.06
강남구,논현동,논현한가람빌라트,43,23,189000,0,17,2,1,0,0,3,1,0,18,31,353.06
강남구,논현동,더원센트럴,8,7,46750,0,17,2,1,0,0,3,1,0,18,31,130.23
강남구,논현동,동부센트레빌,26,22,171500,0,17,2,1,0,0,3,1,0,18,31,477.42
강남구,논현동,동부센트레빌,35,22,204300,0,17,2,1,0,0,3,1,0,18,31,477.42
강남구,논현동,동양파라곤,48,21,363333.3333,0,17,2,1,0,0,3,1,0,18,31,385.66
강남구,논현동,동양파라곤,54,21,480000,0,17,2,1,0,0,3,1,0,18,31,385.66
강남구,논현동,동현아파트1~6,26,40,213562.5,0,17,2,1,0,0,3,1,0,18,31,454.88
강남구,논현동,동현아파트1~6,36,40,245750,0,17,2,1,0,0,3,1,0,18,31,454.88
강남구,논현동,동현아파트1~6,45,40,295000,0,17,2,1,0,0,3,1,0,18,31,454.88
강남구,논현동,두산위브1단지,26,21,167500,0,17,2,1,0,0,3,1,0,18,31,459.3
강남구,논현동,두산위브1단지,34,21,187000,0,17,2,1,0,0,3,1,0,18,31,459.3
강남구,논현동,두산위브2단지,32,21,162000,0,17,2,1,0,0,3,1,0,18,31,509
강남구,논현동,두영,25,21,90000,0,17,2,1,0,0,3,1,0,18,31,238.65
강남구,논현동,마블하우스,43,22,161000,0,17,2,1,0,0,3,1,0,18,31,217.78
강남구,논현동,마블하우스,52,22,182000,0,17,2,1,0,0,3,1,0,18,31,217.78
강남구,논현동,마일스디오빌,11,21,38715.78947,0,17,2,1,0,0,3,1,0,18,31,247.37
강남구,논현동,브라이튼N40,38,3,501000,0,17,2,1,0,0,3,1,0,18,31,451.31
강남구,논현동,신동아,73,29,240000,0,17,2,1,0,0,3,1,0,18,31,288.29
강남구,논현동,신동아(22),11,28,88329.59259,0,17,2,1,0,0,3,1,0,18,31,288.29
강남구,논현동,신동아(22),26,28,175455.5556,0,17,2,1,0,0,3,1,0,18,31,288.29
강남구,논현동,신동아(22),35,28,203375,0,17,2,1,0,0,3,1,0,18,31,288.29
강남구,논현동,쌍용,18,29,98750,0,17,2,1,0,0,3,1,0,18,31,358.85
강남구,논현동,쌍용,26,29,113333.3333,0,17,2,1,0,0,3,1,0,18,31,358.85
강남구,논현동,아츠논현,12,1,148510,0,17,2,1,0,0,3,1,0,18,31,457.66
강남구,논현동,아츠논현,12,2,85000,0,17,2,1,0,0,3,1,0,18,31,457.66
강남구,논현동,아크로힐스논현,25,11,239887.987,0,17,2,1,0,0,3,1,0,18,31,434.34
강남구,논현동,아크로힐스논현,34,11,289583.3333,0,17,2,1,0,0,3,1,0,18,31,434.34
강남구,논현동,요진보네르,38,22,130000,0,17,2,1,0,0,3,1,0,18,31,434.34
강남구,논현동,우민,23,23,115500,0,17,2,1,0,0,3,1,0,18,31,337.18
강남구,논현동,우성,31,21,90000,0,17,2,1,0,0,3,1,0,18,31,164.65
강남구,논현동,은탑리더스카운티,37,22,137000,0,17,2,1,0,0,3,1,0,18,31,317.85
강남구,논현동,은탑리더스카운티,44,22,148000,0,17,2,1,0,0,3,1,0,18,31,317.85
강남구,논현동,제이빌,9,21,37500,0,17,2,1,0,0,3,1,0,18,31,290.5
강남구,논현동,제이빌,11,21,50000,0,17,2,1,0,0,3,1,0,18,31,290.5
강남구,논현동,지고하임(101동),24,22,103000,0,17,2,1,0,0,3,1,0,18,31,345.79
강남구,논현동,"청학아파트에이동,비동,씨동",26,49,136000,0,17,2,1,0,0,3,1,0,18,31,345.79
강남구,논현동,"청학아파트에이동,비동,씨동",29,49,152500,0,17,2,1,0,0,3,1,0,18,31,345.79
강남구,논현동,펜트힐루논현,13,4,107607,0,17,2,1,0,0,3,1,0,18,31,295.47
강남구,논현동,펜트힐캐스케이드,13,2,129113,0,17,2,1,0,0,3,1,0,18,31,485.54
강남구,논현동,펜트힐캐스케이드,15,2,148400,0,17,2,1,0,0,3,1,0,18,31,485.54
강남구,논현동,학동,23,20,73000,0,17,2,1,0,0,3,1,0,18,31,25.28
강남구,논현동,한양수자인어반게이트,5,12,20857.14286,0,17,2,1,0,0,3,1,0,18,31,272.43
강남구,논현동,한양수자인어반게이트,6,12,19500,0,17,2,1,0,0,3,1,0,18,31,272.43
강남구,논현동,한진로즈힐,26,21,150285.7143,0,17,2,1,0,0,3,1,0,18,31,504.93
강남구,논현동,현대인텔렉스,43,28,156000,0,17,2,1,0,0,3,1,0,18,31,502.57
강남구,논현동,현대인텔렉스,46,28,170000,0,17,2,1,0,0,3,1,0,18,31,502.57
강남구,논현동,힐타워,41,24,125000,0,17,2,1,0,0,3,1,0,18,31,214.3
강남구,대치동,개포우성1,26,42,296153.8462,1,7,4,4,3,1,0,1,0,1190,31,402.41
강남구,대치동,개포우성1,39,42,422300,1,7,4,4,3,1,0,1,0,1190,31,402.41
강남구,대치동,개포우성1,48,42,405000,1,7,4,4,3,1,0,1,0,1190,31,402.41
강남구,대치동,개포우성1,57,42,584750,1,7,4,4,3,1,0,1,0,1190,31,402.41
강남구,대치동,개포우성2,26,41,319355.5556,1,7,4,4,3,1,0,1,0,1190,31,392.58
강남구,대치동,개포우성2,39,41,422217.3913,1,7,4,4,3,1,0,1,0,1190,31,392.58
강남구,대치동,개포우성2,48,41,505000,1,7,4,4,3,1,0,1,0,1190,31,392.58
강남구,대치동,대우아이빌멤버스(891-26),9,22,31000,0,7,4,4,3,1,0,1,0,1190,31,418.47
강남구,대치동,대우아이빌멤버스(891-26),11,22,33625,0,7,4,4,3,1,0,1,0,1190,31,418.47
강남구,대치동,대우아이빌멤버스(891-26),13,22,43500,0,7,4,4,3,1,0,1,0,1190,31,418.47
강남구,대치동,대우아이빌명문가(891-23),10,21,29250,0,7,4,4,3,1,0,1,0,1190,31,438.17
강남구,대치동,대우아이빌명문가(891-23),11,21,33500,0,7,4,4,3,1,0,1,0,1190,31,438.17
강남구,대치동,대치 푸르지오 써밋,18,1,232000,0,7,4,4,3,1,0,1,0,1190,31,781.9
강남구,대치동,대치SKVIEW,18,8,211000,0,7,4,4,3,1,0,1,0,1190,31,318.91
강남구,대치동,대치SKVIEW,26,8,304666.6667,0,7,4,4,3,1,0,1,0,1190,31,318.91
강남구,대치동,대치SKVIEW,28,8,354625,0,7,4,4,3,1,0,1,0,1190,31,318.91
강남구,대치동,대치더클래스,24,3,170000,0,7,4,4,3,1,0,1,0,1190,31,377.21
강남구,대치동,대치동우정에쉐르1,18,21,78875,0,7,4,4,3,1,0,1,0,1190,31,458.85
강남구,대치동,대치동우정에쉐르2(890-42),18,21,77500,0,7,4,4,3,1,0,1,0,1190,31,313.85
강남구,대치동,대치르엘,18,4,244000,0,7,4,4,3,1,0,1,0,1190,31,775
강남구,대치동,대치르엘,24,4,286500,0,7,4,4,3,1,0,1,0,1190,31,775
강남구,대치동,대치르엘,26,4,312250,0,7,4,4,3,1,0,1,0,1190,31,775
강남구,대치동,대치삼성,18,25,179769.2308,0,7,4,4,3,1,0,1,0,1190,31,487.99
강남구,대치동,대치삼성,26,25,233000,0,7,4,4,3,1,0,1,0,1190,31,487.99
강남구,대치동,대치삼성,29,25,280764.5161,0,7,4,4,3,1,0,1,0,1190,31,487.99
강남구,대치동,대치삼성,33,25,307600,0,7,4,4,3,1,0,1,0,1190,31,487.99
강남구,대치동,대치아이파크,18,17,235117.7778,0,7,4,4,3,1,0,1,0,1190,31,202.8
강남구,대치동,대치아이파크,26,17,298527.7778,0,7,4,4,3,1,0,1,0,1190,31,202.8
강남구,대치동,대치아이파크,35,17,392400,0,7,4,4,3,1,0,1,0,1190,31,202.8
강남구,대치동,대치아이파크,36,17,396700,0,7,4,4,3,1,0,1,0,1190,31,202.8
강남구,대치동,대치아이파크,45,17,439125,0,7,4,4,3,1,0,1,0,1190,31,202.8
강남구,대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",26,41,282428.5714,0,7,4,4,3,1,0,1,0,1190,31,417.37
강남구,대치동,"대치우성아파트1동,2동,3동,5동,6동,7동",35,41,309031.25,0,7,4,4,3,1,0,1,0,1190,31,417.37
강남구,대치동,대치타워,25,22,100000,0,7,4,4,3,1,0,1,0,1190,31,159.15
강남구,대치동,대치타워,26,22,105000,0,7,4,4,3,1,0,1,0,1190,31,159.15
강남구,대치동,대치푸르지오써밋,16,2,175000,0,7,4,4,3,1,0,1,0,1190,31,781.9
강남구,대치동,대치푸르지오써밋,18,2,230000,0,7,4,4,3,1,0,1,0,1190,31,781.9
강남구,대치동,대치푸르지오써밋,26,2,348000,0,7,4,4,3,1,0,1,0,1190,31,781.9
강남구,대치동,대치푸르지오써밋,31,2,370000,0,7,4,4,3,1,0,1,0,1190,31,781.9
강남구,대치동,대치한신휴플러스,26,20,170666.6667,0,7,4,4,3,1,0,1,0,1190,31,414.52
강남구,대치동,대치현대,18,26,179407.4074,0,7,4,4,3,1,0,1,0,1190,31,730
강남구,대치동,대치현대,26,26,228558.8235,0,7,4,4,3,1,0,1,0,1190,31,730
강남구,대치동,대치현대,31,26,269500,0,7,4,4,3,1,0,1,0,1190,31,730
강남구,대치동,대치현대,35,26,285000,0,7,4,4,3,1,0,1,0,1190,31,730
강남구,대치동,대치효성,18,26,170000,0,7,4,4,3,1,0,1,0,1190,31,629.81
강남구,대치동,대치효성,26,26,197500,0,7,4,4,3,1,0,1,0,1190,31,629.81
강남구,대치동,동민맥스빌A동,26,21,147000,0,7,4,4,3,1,0,1,0,1190,31,305.66
강남구,대치동,동부센트레빌,37,20,452181.8182,0,7,4,4,3,1,0,1,0,1190,31,182.35
강남구,대치동,동부센트레빌,44,20,478743.2432,0,7,4,4,3,1,0,1,0,1190,31,182.35
강남구,대치동,동부센트레빌,49,20,549500,0,7,4,4,3,1,0,1,0,1190,31,182.35
강남구,대치동,래미안대치팰리스,21,10,356000,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치팰리스,26,10,340961.3095,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치팰리스,28,10,360083.3333,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치팰리스,29,10,386820.8334,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치팰리스,35,10,499250,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치팰리스,46,10,493187.5,1,7,4,4,3,1,0,1,0,1190,31,431.62
강남구,대치동,래미안대치하이스턴,33,36,301687.5,0,7,4,4,3,1,0,1,0,1190,31,663.43
강남구,대치동,롯데캐슬,26,23,215000,0,7,4,4,3,1,0,1,0,1190,31,656.98
강남구,대치동,롯데캐슬,33,23,235500,0,7,4,4,3,1,0,1,0,1190,31,656.98
강남구,대치동,롯데캐슬,37,23,289000,0,7,4,4,3,1,0,1,0,1190,31,656.98
강남구,대치동,롯데캐슬,41,23,298000,0,7,4,4,3,1,0,1,0,1190,31,656.98
강남구,대치동,롯데캐슬리베,37,17,305950,0,7,4,4,3,1,0,1,0,1190,31,99.02
강남구,대치동,메트로,30,23,100000,0,7,4,4,3,1,0,1,0,1190,31,594.62
강남구,대치동,삼성3차,26,25,160000,0,7,4,4,3,1,0,1,0,1190,31,452.88
강남구,대치동,삼성3차,44,25,290000,0,7,4,4,3,1,0,1,0,1190,31,452.88
강남구,대치동,삼환SOGOOD,26,19,107000,0,7,4,4,3,1,0,1,0,1190,31,296.2
강남구,대치동,삼환SOGOOD,32,19,190000,0,7,4,4,3,1,0,1,0,1190,31,296.2
강남구,대치동,선경1차(1동-7동),26,42,301333.3333,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경1차(1동-7동),36,42,349300,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경1차(1동-7동),41,42,402900,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경1차(1동-7동),50,42,474800,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경2차(8동-12동),26,40,305350,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경2차(8동-12동),39,40,405285.7143,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경2차(8동-12동),49,40,467600,1,7,4,4,3,1,0,1,0,1190,31,268.52
강남구,대치동,선경3차,23,35,189000,1,7,4,4,3,1,0,1,0,1190,31,242.71
강남구,대치동,선릉역대우아이빌(890-49),8,21,22525,0,7,4,4,3,1,0,1,0,1190,31,224.38
강남구,대치동,선릉역대우아이빌(890-49),9,21,25000,0,7,4,4,3,1,0,1,0,1190,31,224.38
강남구,대치동,세영팔레스타운,18,23,149000,0,7,4,4,3,1,0,1,0,1190,31,695.35
강남구,대치동,세영팔레스타운,21,23,158500,0,7,4,4,3,1,0,1,0,1190,31,695.35
강남구,대치동,세영팔레스타운,26,23,182750,0,7,4,4,3,1,0,1,0,1190,31,695.35
강남구,대치동,쌍용대치2,26,42,254333.3333,0,7,4,4,3,1,0,1,0,1190,31,312.65
강남구,대치동,쌍용대치2,37,42,318741.1765,0,7,4,4,3,1,0,1,0,1190,31,312.65
강남구,대치동,"쌍용대치아파트1동,2동,3동,5동,6동",25,42,254435.7143,0,7,4,4,3,1,0,1,0,1190,31,167.07
강남구,대치동,"쌍용대치아파트1동,2동,3동,5동,6동",39,42,312642.8571,0,7,4,4,3,1,0,1,0,1190,31,167.07
강남구,대치동,"쌍용대치아파트1동,2동,3동,5동,6동",45,42,385855.5556,0,7,4,4,3,1,0,1,0,1190,31,167.07
강남구,대치동,아름빌(889-74),9,22,28750,0,7,4,4,3,1,0,1,0,1190,31,184.26
강남구,대치동,아름빌(889-74),15,22,55000,0,7,4,4,3,1,0,1,0,1190,31,184.26
강남구,대치동,은마,23,46,235692.3664,2,7,4,4,3,1,0,1,0,1190,31,345.67
강남구,대치동,은마,26,46,261597.5309,2,7,4,4,3,1,0,1,0,1190,31,345.67
강남구,대치동,청암빌라트,50,34,270000,0,7,4,4,3,1,0,1,0,1190,31,222.28
강남구,대치동,청원,28,20,120000,0,7,4,4,3,1,0,1,0,1190,31,368.72
강남구,대치동,테헤란로대우아이빌(891-6),9,21,33700,0,7,4,4,3,1,0,1,0,1190,31,459.82
강남구,대치동,테헤란로대우아이빌(891-6),10,21,38162.5,0,7,4,4,3,1,0,1,0,1190,31,459.82
강남구,대치동,테헤란로대우아이빌(891-6),11,21,38000,0,7,4,4,3,1,0,1,0,1190,31,459.82
강남구,대치동,테헤란로대우아이빌(891-6),18,21,86250,0,7,4,4,3,1,0,1,0,1190,31,459.82
강남구,대치동,테헤란로대우아이빌(891-6),20,21,81000,0,7,4,4,3,1,0,1,0,1190,31,459.82
강남구,대치동,포스코더샵,42,21,309625,0,7,4,4,3,1,0,1,0,1190,31,711.16
강남구,대치동,포스코더샵,50,21,350000,0,7,4,4,3,1,0,1,0,1190,31,711.16
강남구,대치동,풍림아이원2차202동,42,22,190000,0,7,4,4,3,1,0,1,0,1190,31,599.77
강남구,대치동,풍림아이원4차(1007-2),34,21,221100,0,7,4,4,3,1,0,1,0,1190,31,597.44
강남구,대치동,풍림아이원아파트,26,22,145000,0,7,4,4,3,1,0,1,0,1190,31,216.89
강남구,대치동,하이캐슬,25,17,191000,0,7,4,4,3,1,0,1,0,1190,31,660.64
